T2M,RH2M,WS10M,PRECTOTCORR,WSC,DATE
24.26,94.95,2.05,0.54,1.88,2023-02-17 21:00:00
24.03,95.21,1.97,0.44,1.76,2023-02-17 22:00:00
23.84,95.37,1.92,0.34,1.71,2023-02-17 23:00:00
23.65,95.33,1.91,0.28,1.68,2023-02-18 00:00:00
23.45,95.22,1.89,0.26,1.64,2023-02-18 01:00:00
23.26,95.15,1.9,0.27,1.62,2023-02-18 02:00:00
23.11,95.09,1.92,0.32,1.63,2023-02-18 03:00:00
23.06,94.76,1.93,0.38,1.64,2023-02-18 04:00:00
23.05,94.57,1.97,0.41,1.67,2023-02-18 05:00:00
23.18,94.22,1.97,0.54,1.69,2023-02-18 06:00:00
24.71,90.78,2.0,0.62,1.6,2023-02-18 07:00:00
26.08,84.16,2.5,1.1,1.63,2023-02-18 08:00:00
27.37,77.18,3.16,1.64,1.95,2023-02-18 09:00:00
28.43,72.85,3.37,1.66,2.03,2023-02-18 10:00:00
29.03,70.1,3.65,1.78,2.18,2023-02-18 11:00:00
29.16,68.99,3.91,1.82,2.32,2023-02-18 12:00:00
28.86,69.51,4.03,2.17,2.41,2023-02-18 13:00:00
28.51,70.56,4.06,1.95,2.45,2023-02-18 14:00:00
28.01,72.53,3.86,1.82,2.35,2023-02-18 15:00:00
27.43,75.86,3.39,1.5,2.19,2023-02-18 16:00:00
26.55,81.69,2.75,1.12,2.07,2023-02-18 17:00:00
25.16,89.65,2.21,0.99,2.03,2023-02-18 18:00:00
24.73,91.14,2.18,0.94,1.99,2023-02-18 19:00:00
24.52,91.86,2.1,0.84,1.9,2023-02-18 20:00:00
24.35,92.28,1.98,0.61,1.75,2023-02-18 21:00:00
24.27,92.01,1.91,0.35,1.57,2023-02-18 22:00:00
24.25,91.26,1.74,0.34,1.36,2023-02-18 23:00:00
24.25,90.32,1.65,0.29,1.2,2023-02-19 00:00:00
24.18,89.9,1.54,0.26,1.08,2023-02-19 01:00:00
24.11,89.6,1.47,0.31,1.01,2023-02-19 02:00:00
24.01,89.59,1.41,0.29,0.97,2023-02-19 03:00:00
23.84,89.88,1.45,0.31,0.99,2023-02-19 04:00:00
23.7,90.14,1.52,0.17,1.03,2023-02-19 05:00:00
23.68,90.68,1.54,0.17,1.07,2023-02-19 06:00:00
25.46,88.28,1.53,0.2,1.14,2023-02-19 07:00:00
27.19,75.85,2.14,0.24,1.4,2023-02-19 08:00:00
28.3,69.88,2.51,0.25,1.51,2023-02-19 09:00:00
29.25,66.96,2.75,0.25,1.64,2023-02-19 10:00:00
29.91,64.6,2.94,0.44,1.74,2023-02-19 11:00:00
30.25,63.03,3.04,0.46,1.78,2023-02-19 12:00:00
30.44,62.28,3.02,0.54,1.76,2023-02-19 13:00:00
30.31,62.44,2.97,0.53,1.74,2023-02-19 14:00:00
29.86,64.07,2.93,0.34,1.75,2023-02-19 15:00:00
29.12,68.03,2.79,0.22,1.78,2023-02-19 16:00:00
27.81,76.47,2.49,0.14,1.88,2023-02-19 17:00:00
25.86,87.0,2.28,0.21,2.08,2023-02-19 18:00:00
25.24,89.64,2.31,0.23,2.11,2023-02-19 19:00:00
24.87,91.5,2.16,0.11,1.94,2023-02-19 20:00:00
24.56,92.85,2.01,0.09,1.68,2023-02-19 21:00:00
24.32,93.21,1.91,0.12,1.41,2023-02-19 22:00:00
24.17,93.07,1.72,0.19,1.2,2023-02-19 23:00:00
23.97,93.24,1.6,0.29,1.08,2023-02-20 00:00:00
23.68,94.12,1.59,0.47,1.08,2023-02-20 01:00:00
23.4,94.97,1.65,0.54,1.13,2023-02-20 02:00:00
23.21,95.5,1.65,0.54,1.12,2023-02-20 03:00:00
23.12,95.52,1.58,0.62,1.05,2023-02-20 04:00:00
23.05,95.51,1.5,0.59,0.99,2023-02-20 05:00:00
23.04,95.46,1.46,0.53,0.97,2023-02-20 06:00:00
24.84,91.87,1.38,1.83,0.95,2023-02-20 07:00:00
27.05,79.11,1.91,1.05,1.24,2023-02-20 08:00:00
28.16,71.84,2.12,0.72,1.28,2023-02-20 09:00:00
29.15,68.45,2.49,1.23,1.46,2023-02-20 10:00:00
29.71,66.88,2.85,2.68,1.67,2023-02-20 11:00:00
29.88,66.84,3.16,4.27,1.84,2023-02-20 12:00:00
29.7,67.28,3.48,5.53,2.03,2023-02-20 13:00:00
29.33,68.25,3.72,5.83,2.18,2023-02-20 14:00:00
28.66,70.93,3.72,6.0,2.22,2023-02-20 15:00:00
27.85,75.26,3.51,5.76,2.21,2023-02-20 16:00:00
26.74,81.76,3.06,4.79,2.22,2023-02-20 17:00:00
25.3,89.68,2.47,4.47,2.24,2023-02-20 18:00:00
24.82,92.05,2.38,3.79,2.2,2023-02-20 19:00:00
24.55,93.46,2.27,3.64,2.11,2023-02-20 20:00:00
24.35,94.42,2.17,3.18,2.0,2023-02-20 21:00:00
24.2,95.06,2.15,3.29,1.98,2023-02-20 22:00:00
24.09,95.56,2.15,3.46,1.97,2023-02-20 23:00:00
23.99,96.02,2.11,3.54,1.92,2023-02-21 00:00:00
23.92,96.38,2.05,3.63,1.84,2023-02-21 01:00:00
23.87,96.69,2.01,4.24,1.81,2023-02-21 02:00:00
23.88,96.88,2.04,4.61,1.85,2023-02-21 03:00:00
23.87,96.84,2.08,4.59,1.89,2023-02-21 04:00:00
23.82,96.85,2.17,4.75,1.99,2023-02-21 05:00:00
23.91,96.44,2.25,4.46,2.09,2023-02-21 06:00:00
25.21,93.57,2.62,5.97,1.87,2023-02-21 07:00:00
26.2,89.3,3.13,7.56,2.0,2023-02-21 08:00:00
27.36,82.14,3.69,7.59,2.27,2023-02-21 09:00:00
28.44,75.82,3.99,10.46,2.43,2023-02-21 10:00:00
29.0,72.57,4.14,10.97,2.49,2023-02-21 11:00:00
29.24,71.0,4.22,10.02,2.51,2023-02-21 12:00:00
29.23,70.05,4.29,7.95,2.55,2023-02-21 13:00:00
28.95,70.32,4.28,6.35,2.55,2023-02-21 14:00:00
28.44,71.75,4.2,4.25,2.53,2023-02-21 15:00:00
27.7,74.72,3.94,3.1,2.46,2023-02-21 16:00:00
26.59,81.19,3.29,2.41,2.36,2023-02-21 17:00:00
25.09,89.69,2.67,1.77,2.39,2023-02-21 18:00:00
24.59,92.32,2.65,1.35,2.41,2023-02-21 19:00:00
24.3,93.85,2.55,1.44,2.32,2023-02-21 20:00:00
24.05,94.93,2.5,1.25,2.3,2023-02-21 21:00:00
23.83,95.7,2.37,1.05,2.21,2023-02-21 22:00:00
23.64,96.23,2.19,0.9,2.07,2023-02-21 23:00:00
23.42,96.57,2.01,0.78,1.86,2023-02-22 00:00:00
23.25,96.61,1.88,0.76,1.69,2023-02-22 01:00:00
23.11,96.55,1.81,0.86,1.59,2023-02-22 02:00:00
23.0,96.33,1.86,1.35,1.54,2023-02-22 03:00:00
22.99,96.0,1.87,1.7,1.53,2023-02-22 04:00:00
23.04,95.82,1.88,1.58,1.53,2023-02-22 05:00:00
23.22,95.53,1.9,1.47,1.62,2023-02-22 06:00:00
24.9,91.26,2.27,0.01,1.68,2023-02-22 07:00:00
26.34,83.52,3.19,0.02,2.07,2023-02-22 08:00:00
27.66,76.0,3.59,0.02,2.22,2023-02-22 09:00:00
28.65,70.85,3.84,0.02,2.34,2023-02-22 10:00:00
29.28,67.36,4.04,0.02,2.45,2023-02-22 11:00:00
29.54,65.45,4.18,0.03,2.51,2023-02-22 12:00:00
29.51,64.96,4.18,0.03,2.51,2023-02-22 13:00:00
29.25,65.65,4.09,0.03,2.46,2023-02-22 14:00:00
28.8,67.31,3.92,0.03,2.39,2023-02-22 15:00:00
28.0,71.32,3.52,0.04,2.28,2023-02-22 16:00:00
26.83,78.95,2.83,0.03,2.17,2023-02-22 17:00:00
25.33,87.99,2.37,0.02,2.18,2023-02-22 18:00:00
24.81,90.58,2.29,0.01,2.12,2023-02-22 19:00:00
24.49,92.09,2.23,0.0,2.06,2023-02-22 20:00:00
24.21,93.06,2.15,0.0,1.98,2023-02-22 21:00:00
23.91,93.96,2.09,0.0,1.89,2023-02-22 22:00:00
23.65,94.44,2.05,0.0,1.82,2023-02-22 23:00:00
23.36,95.06,1.99,0.0,1.74,2023-02-23 00:00:00
23.1,95.43,1.93,0.0,1.61,2023-02-23 01:00:00
22.91,95.24,1.96,0.0,1.46,2023-02-23 02:00:00
22.79,94.88,1.86,0.0,1.33,2023-02-23 03:00:00
22.73,94.43,1.77,0.0,1.22,2023-02-23 04:00:00
22.66,94.18,1.67,0.0,1.13,2023-02-23 05:00:00
22.68,94.0,1.57,0.0,1.07,2023-02-23 06:00:00
24.53,88.74,1.46,0.0,0.98,2023-02-23 07:00:00
26.32,79.41,1.91,0.0,1.16,2023-02-23 08:00:00
27.72,73.6,2.16,0.0,1.29,2023-02-23 09:00:00
28.95,68.87,2.43,0.0,1.44,2023-02-23 10:00:00
29.85,65.31,2.71,0.0,1.58,2023-02-23 11:00:00
30.3,63.26,3.01,0.0,1.73,2023-02-23 12:00:00
30.31,62.59,3.28,0.0,1.87,2023-02-23 13:00:00
30.0,62.62,3.46,0.0,2.0,2023-02-23 14:00:00
29.39,64.22,3.5,0.0,2.06,2023-02-23 15:00:00
28.46,68.1,3.33,0.0,2.09,2023-02-23 16:00:00
27.12,75.69,2.94,0.0,2.18,2023-02-23 17:00:00
25.15,86.42,2.57,0.0,2.37,2023-02-23 18:00:00
24.47,89.63,2.54,0.0,2.38,2023-02-23 19:00:00
24.04,91.79,2.42,0.0,2.23,2023-02-23 20:00:00
23.67,93.31,2.26,0.0,2.03,2023-02-23 21:00:00
23.32,94.6,2.1,0.0,1.83,2023-02-23 22:00:00
23.0,95.47,2.06,0.0,1.69,2023-02-23 23:00:00
22.71,96.08,2.0,0.0,1.57,2023-02-24 00:00:00
22.54,96.0,1.92,0.0,1.4,2023-02-24 01:00:00
22.47,95.41,1.77,0.0,1.23,2023-02-24 02:00:00
22.41,94.9,1.61,0.0,1.08,2023-02-24 03:00:00
22.26,94.99,1.53,0.0,1.02,2023-02-24 04:00:00
22.01,95.77,1.6,0.0,1.07,2023-02-24 05:00:00
21.84,96.41,1.72,0.0,1.2,2023-02-24 06:00:00
24.01,91.16,1.82,0.07,1.24,2023-02-24 07:00:00
25.93,81.67,2.48,0.02,1.52,2023-02-24 08:00:00
27.45,74.1,3.08,0.0,1.86,2023-02-24 09:00:00
28.64,68.65,3.49,0.0,2.1,2023-02-24 10:00:00
29.51,64.98,3.7,0.0,2.22,2023-02-24 11:00:00
30.03,62.97,3.77,0.0,2.24,2023-02-24 12:00:00
30.18,62.3,3.74,0.0,2.21,2023-02-24 13:00:00
30.01,63.04,3.61,0.01,2.14,2023-02-24 14:00:00
29.58,64.9,3.45,0.01,2.07,2023-02-24 15:00:00
28.82,68.93,3.17,0.01,2.02,2023-02-24 16:00:00
27.48,77.71,2.69,0.0,2.08,2023-02-24 17:00:00
25.48,87.71,2.46,0.0,2.25,2023-02-24 18:00:00
24.87,90.25,2.42,0.0,2.22,2023-02-24 19:00:00
24.48,92.04,2.3,0.01,2.06,2023-02-24 20:00:00
24.15,93.13,2.15,0.01,1.81,2023-02-24 21:00:00
23.9,93.59,2.08,0.01,1.57,2023-02-24 22:00:00
23.72,93.62,2.0,0.02,1.44,2023-02-24 23:00:00
23.52,93.89,1.93,0.02,1.36,2023-02-25 00:00:00
23.26,94.53,1.9,0.04,1.32,2023-02-25 01:00:00
23.0,95.3,1.9,0.05,1.31,2023-02-25 02:00:00
22.79,95.87,1.86,0.07,1.28,2023-02-25 03:00:00
22.77,95.6,1.73,0.08,1.16,2023-02-25 04:00:00
